"all","20200301",827000
"all","20200302",868000
"all","20200303",871000
"all","20200304",866000
"all","20200305",870000
"all","20200306",873000
"all","20200307",843000
"all","20200308",820000
"all","20200309",870000
"all","20200310",868000
"all","20200311",713000
"all","20200312",713000
"all","20200313",713000
"all","20200314",713000
"all","20200315",713000
"all","20200316",713000
"all","20200317",713000
"all","20200318",713000
"all","20200319",713000
"all","20200320",713000
"all","20200321",713000
"all","20200322",713000
"all","20200323",713000
"all","20200324",713000
"all","20200325",713000
"all","20200326",713000
"all","20200327",713000
"all","20200328",713000
"all","20200329",713000
"all","20200330",713000
"all","20200331",713000
"resident","20200301",713000
"resident","20200302",713000
"resident","20200303",713000
"resident","20200304",713000
"resident","20200305",713000
"resident","20200306",713000
"resident","20200307",713000
"resident","20200308",713000
"resident","20200309",713000
"resident","20200310",713000
"resident","20200311",713000
"resident","20200312",713000
"resident","20200313",713000
"resident","20200314",713000
"resident","20200315",713000
"resident","20200316",713000
"resident","20200317",713000
"resident","20200318",713000
"resident","20200319",713000
"resident","20200320",713000
"resident","20200321",713000
"resident","20200322",713000
"resident","20200323",713000
"resident","20200324",713000
"resident","20200325",713000
"resident","20200326",713000
"resident","20200327",713000
"resident","20200328",713000
"resident","20200329",713000
"resident","20200330",713000
"resident","20200331",713000
"visitor","20200301",114000
"visitor","20200302",155000
"visitor","20200303",158000
"visitor","20200304",153000
"visitor","20200305",157000
"visitor","20200306",160000
"visitor","20200307",130000
"visitor","20200308",107000
"visitor","20200309",157000
"visitor","20200310",155000
"visitor","20200311",0
"visitor","20200312",0
"visitor","20200313",0
"visitor","20200314",0
"visitor","20200315",0
"visitor","20200316",0
"visitor","20200317",0
"visitor","20200318",0
"visitor","20200319",0
"visitor","20200320",0
"visitor","20200321",0
"visitor","20200322",0
"visitor","20200323",0
"visitor","20200324",0
"visitor","20200325",0
"visitor","20200326",0
"visitor","20200327",0
"visitor","20200328",0
"visitor","20200329",0
"visitor","20200330",0
"visitor","20200331",0
