"all","20200301",457000
"all","20200302",534000
"all","20200303",535000
"all","20200304",531000
"all","20200305",534000
"all","20200306",536000
"all","20200307",475000
"all","20200308",450000
"all","20200309",534000
"all","20200310",531000
"all","20200311",342000
"all","20200312",342000
"all","20200313",342000
"all","20200314",342000
"all","20200315",342000
"all","20200316",342000
"all","20200317",342000
"all","20200318",342000
"all","20200319",342000
"all","20200320",342000
"all","20200321",342000
"all","20200322",342000
"all","20200323",342000
"all","20200324",342000
"all","20200325",342000
"all","20200326",342000
"all","20200327",342000
"all","20200328",342000
"all","20200329",342000
"all","20200330",342000
"all","20200331",342000
"resident","20200301",342000
"resident","20200302",342000
"resident","20200303",342000
"resident","20200304",342000
"resident","20200305",342000
"resident","20200306",342000
"resident","20200307",342000
"resident","20200308",342000
"resident","20200309",342000
"resident","20200310",342000
"resident","20200311",342000
"resident","20200312",342000
"resident","20200313",342000
"resident","20200314",342000
"resident","20200315",342000
"resident","20200316",342000
"resident","20200317",342000
"resident","20200318",342000
"resident","20200319",342000
"resident","20200320",342000
"resident","20200321",342000
"resident","20200322",342000
"resident","20200323",342000
"resident","20200324",342000
"resident","20200325",342000
"resident","20200326",342000
"resident","20200327",342000
"resident","20200328",342000
"resident","20200329",342000
"resident","20200330",342000
"resident","20200331",342000
"visitor","20200301",115000
"visitor","20200302",192000
"visitor","20200303",193000
"visitor","20200304",189000
"visitor","20200305",192000
"visitor","20200306",194000
"visitor","20200307",133000
"visitor","20200308",108000
"visitor","20200309",192000
"visitor","20200310",189000
"visitor","20200311",0
"visitor","20200312",0
"visitor","20200313",0
"visitor","20200314",0
"visitor","20200315",0
"visitor","20200316",0
"visitor","20200317",0
"visitor","20200318",0
"visitor","20200319",0
"visitor","20200320",0
"visitor","20200321",0
"visitor","20200322",0
"visitor","20200323",0
"visitor","20200324",0
"visitor","20200325",0
"visitor","20200326",0
"visitor","20200327",0
"visitor","20200328",0
"visitor","20200329",0
"visitor","20200330",0
"visitor","20200331",0
