"all","20200301",356000
"all","20200302",558000
"all","20200303",562000
"all","20200304",552000
"all","20200305",557000
"all","20200306",562000
"all","20200307",391000
"all","20200308",345000
"all","20200309",557000
"all","20200310",554000
"all","20200311",213000
"all","20200312",213000
"all","20200313",213000
"all","20200314",213000
"all","20200315",213000
"all","20200316",213000
"all","20200317",213000
"all","20200318",213000
"all","20200319",213000
"all","20200320",213000
"all","20200321",213000
"all","20200322",213000
"all","20200323",213000
"all","20200324",213000
"all","20200325",213000
"all","20200326",213000
"all","20200327",213000
"all","20200328",213000
"all","20200329",213000
"all","20200330",213000
"all","20200331",213000
"resident","20200301",213000
"resident","20200302",213000
"resident","20200303",213000
"resident","20200304",213000
"resident","20200305",213000
"resident","20200306",213000
"resident","20200307",213000
"resident","20200308",213000
"resident","20200309",213000
"resident","20200310",213000
"resident","20200311",213000
"resident","20200312",213000
"resident","20200313",213000
"resident","20200314",213000
"resident","20200315",213000
"resident","20200316",213000
"resident","20200317",213000
"resident","20200318",213000
"resident","20200319",213000
"resident","20200320",213000
"resident","20200321",213000
"resident","20200322",213000
"resident","20200323",213000
"resident","20200324",213000
"resident","20200325",213000
"resident","20200326",213000
"resident","20200327",213000
"resident","20200328",213000
"resident","20200329",213000
"resident","20200330",213000
"resident","20200331",213000
"visitor","20200301",143000
"visitor","20200302",345000
"visitor","20200303",349000
"visitor","20200304",339000
"visitor","20200305",344000
"visitor","20200306",349000
"visitor","20200307",178000
"visitor","20200308",132000
"visitor","20200309",344000
"visitor","20200310",341000
"visitor","20200311",0
"visitor","20200312",0
"visitor","20200313",0
"visitor","20200314",0
"visitor","20200315",0
"visitor","20200316",0
"visitor","20200317",0
"visitor","20200318",0
"visitor","20200319",0
"visitor","20200320",0
"visitor","20200321",0
"visitor","20200322",0
"visitor","20200323",0
"visitor","20200324",0
"visitor","20200325",0
"visitor","20200326",0
"visitor","20200327",0
"visitor","20200328",0
"visitor","20200329",0
"visitor","20200330",0
"visitor","20200331",0
