"all","20200301",791000
"all","20200302",855000
"all","20200303",857000
"all","20200304",852000
"all","20200305",855000
"all","20200306",857000
"all","20200307",808000
"all","20200308",784000
"all","20200309",856000
"all","20200310",853000
"all","20200311",681000
"all","20200312",681000
"all","20200313",681000
"all","20200314",681000
"all","20200315",681000
"all","20200316",681000
"all","20200317",681000
"all","20200318",681000
"all","20200319",681000
"all","20200320",681000
"all","20200321",681000
"all","20200322",681000
"all","20200323",681000
"all","20200324",681000
"all","20200325",681000
"all","20200326",681000
"all","20200327",681000
"all","20200328",681000
"all","20200329",681000
"all","20200330",681000
"all","20200331",681000
"resident","20200301",681000
"resident","20200302",681000
"resident","20200303",681000
"resident","20200304",681000
"resident","20200305",681000
"resident","20200306",681000
"resident","20200307",681000
"resident","20200308",681000
"resident","20200309",681000
"resident","20200310",681000
"resident","20200311",681000
"resident","20200312",681000
"resident","20200313",681000
"resident","20200314",681000
"resident","20200315",681000
"resident","20200316",681000
"resident","20200317",681000
"resident","20200318",681000
"resident","20200319",681000
"resident","20200320",681000
"resident","20200321",681000
"resident","20200322",681000
"resident","20200323",681000
"resident","20200324",681000
"resident","20200325",681000
"resident","20200326",681000
"resident","20200327",681000
"resident","20200328",681000
"resident","20200329",681000
"resident","20200330",681000
"resident","20200331",681000
"visitor","20200301",110000
"visitor","20200302",174000
"visitor","20200303",176000
"visitor","20200304",171000
"visitor","20200305",174000
"visitor","20200306",176000
"visitor","20200307",127000
"visitor","20200308",103000
"visitor","20200309",175000
"visitor","20200310",172000
"visitor","20200311",0
"visitor","20200312",0
"visitor","20200313",0
"visitor","20200314",0
"visitor","20200315",0
"visitor","20200316",0
"visitor","20200317",0
"visitor","20200318",0
"visitor","20200319",0
"visitor","20200320",0
"visitor","20200321",0
"visitor","20200322",0
"visitor","20200323",0
"visitor","20200324",0
"visitor","20200325",0
"visitor","20200326",0
"visitor","20200327",0
"visitor","20200328",0
"visitor","20200329",0
"visitor","20200330",0
"visitor","20200331",0
