"all","20200301",321000
"all","20200302",791000
"all","20200303",788000
"all","20200304",768000
"all","20200305",774000
"all","20200306",777000
"all","20200307",380000
"all","20200308",311000
"all","20200309",782000
"all","20200310",777000
"all","20200311",153000
"all","20200312",153000
"all","20200313",153000
"all","20200314",153000
"all","20200315",153000
"all","20200316",153000
"all","20200317",153000
"all","20200318",153000
"all","20200319",153000
"all","20200320",153000
"all","20200321",153000
"all","20200322",153000
"all","20200323",153000
"all","20200324",153000
"all","20200325",153000
"all","20200326",153000
"all","20200327",153000
"all","20200328",153000
"all","20200329",153000
"all","20200330",153000
"all","20200331",153000
"resident","20200301",153000
"resident","20200302",153000
"resident","20200303",153000
"resident","20200304",153000
"resident","20200305",153000
"resident","20200306",153000
"resident","20200307",153000
"resident","20200308",153000
"resident","20200309",153000
"resident","20200310",153000
"resident","20200311",153000
"resident","20200312",153000
"resident","20200313",153000
"resident","20200314",153000
"resident","20200315",153000
"resident","20200316",153000
"resident","20200317",153000
"resident","20200318",153000
"resident","20200319",153000
"resident","20200320",153000
"resident","20200321",153000
"resident","20200322",153000
"resident","20200323",153000
"resident","20200324",153000
"resident","20200325",153000
"resident","20200326",153000
"resident","20200327",153000
"resident","20200328",153000
"resident","20200329",153000
"resident","20200330",153000
"resident","20200331",153000
"visitor","20200301",168000
"visitor","20200302",638000
"visitor","20200303",635000
"visitor","20200304",615000
"visitor","20200305",621000
"visitor","20200306",624000
"visitor","20200307",227000
"visitor","20200308",158000
"visitor","20200309",629000
"visitor","20200310",624000
"visitor","20200311",0
"visitor","20200312",0
"visitor","20200313",0
"visitor","20200314",0
"visitor","20200315",0
"visitor","20200316",0
"visitor","20200317",0
"visitor","20200318",0
"visitor","20200319",0
"visitor","20200320",0
"visitor","20200321",0
"visitor","20200322",0
"visitor","20200323",0
"visitor","20200324",0
"visitor","20200325",0
"visitor","20200326",0
"visitor","20200327",0
"visitor","20200328",0
"visitor","20200329",0
"visitor","20200330",0
"visitor","20200331",0
