"all","20200301",545100
"all","20200302",596000
"all","20200303",598000
"all","20200304",593000
"all","20200305",596000
"all","20200306",598000
"all","20200307",560000
"all","20200308",538200
"all","20200309",598000
"all","20200310",596000
"all","20200311",451000
"all","20200312",451000
"all","20200313",451000
"all","20200314",451000
"all","20200315",451000
"all","20200316",451000
"all","20200317",451000
"all","20200318",451000
"all","20200319",451000
"all","20200320",451000
"all","20200321",451000
"all","20200322",451000
"all","20200323",451000
"all","20200324",451000
"all","20200325",451000
"all","20200326",451000
"all","20200327",451000
"all","20200328",451000
"all","20200329",451000
"all","20200330",451000
"all","20200331",451000
"resident","20200301",451000
"resident","20200302",451000
"resident","20200303",451000
"resident","20200304",451000
"resident","20200305",451000
"resident","20200306",451000
"resident","20200307",451000
"resident","20200308",451000
"resident","20200309",451000
"resident","20200310",451000
"resident","20200311",451000
"resident","20200312",451000
"resident","20200313",451000
"resident","20200314",451000
"resident","20200315",451000
"resident","20200316",451000
"resident","20200317",451000
"resident","20200318",451000
"resident","20200319",451000
"resident","20200320",451000
"resident","20200321",451000
"resident","20200322",451000
"resident","20200323",451000
"resident","20200324",451000
"resident","20200325",451000
"resident","20200326",451000
"resident","20200327",451000
"resident","20200328",451000
"resident","20200329",451000
"resident","20200330",451000
"resident","20200331",451000
"visitor","20200301",94100
"visitor","20200302",145000
"visitor","20200303",147000
"visitor","20200304",142000
"visitor","20200305",145000
"visitor","20200306",147000
"visitor","20200307",109000
"visitor","20200308",87200
"visitor","20200309",147000
"visitor","20200310",145000
"visitor","20200311",0
"visitor","20200312",0
"visitor","20200313",0
"visitor","20200314",0
"visitor","20200315",0
"visitor","20200316",0
"visitor","20200317",0
"visitor","20200318",0
"visitor","20200319",0
"visitor","20200320",0
"visitor","20200321",0
"visitor","20200322",0
"visitor","20200323",0
"visitor","20200324",0
"visitor","20200325",0
"visitor","20200326",0
"visitor","20200327",0
"visitor","20200328",0
"visitor","20200329",0
"visitor","20200330",0
"visitor","20200331",0
