"all","20200301",426000
"all","20200302",558000
"all","20200303",559000
"all","20200304",548000
"all","20200305",556000
"all","20200306",560000
"all","20200307",453000
"all","20200308",417000
"all","20200309",556000
"all","20200310",555000
"all","20200311",278000
"all","20200312",278000
"all","20200313",278000
"all","20200314",278000
"all","20200315",278000
"all","20200316",278000
"all","20200317",278000
"all","20200318",278000
"all","20200319",278000
"all","20200320",278000
"all","20200321",278000
"all","20200322",278000
"all","20200323",278000
"all","20200324",278000
"all","20200325",278000
"all","20200326",278000
"all","20200327",278000
"all","20200328",278000
"all","20200329",278000
"all","20200330",278000
"all","20200331",278000
"resident","20200301",278000
"resident","20200302",278000
"resident","20200303",278000
"resident","20200304",278000
"resident","20200305",278000
"resident","20200306",278000
"resident","20200307",278000
"resident","20200308",278000
"resident","20200309",278000
"resident","20200310",278000
"resident","20200311",278000
"resident","20200312",278000
"resident","20200313",278000
"resident","20200314",278000
"resident","20200315",278000
"resident","20200316",278000
"resident","20200317",278000
"resident","20200318",278000
"resident","20200319",278000
"resident","20200320",278000
"resident","20200321",278000
"resident","20200322",278000
"resident","20200323",278000
"resident","20200324",278000
"resident","20200325",278000
"resident","20200326",278000
"resident","20200327",278000
"resident","20200328",278000
"resident","20200329",278000
"resident","20200330",278000
"resident","20200331",278000
"visitor","20200301",148000
"visitor","20200302",280000
"visitor","20200303",281000
"visitor","20200304",270000
"visitor","20200305",278000
"visitor","20200306",282000
"visitor","20200307",175000
"visitor","20200308",139000
"visitor","20200309",278000
"visitor","20200310",277000
"visitor","20200311",0
"visitor","20200312",0
"visitor","20200313",0
"visitor","20200314",0
"visitor","20200315",0
"visitor","20200316",0
"visitor","20200317",0
"visitor","20200318",0
"visitor","20200319",0
"visitor","20200320",0
"visitor","20200321",0
"visitor","20200322",0
"visitor","20200323",0
"visitor","20200324",0
"visitor","20200325",0
"visitor","20200326",0
"visitor","20200327",0
"visitor","20200328",0
"visitor","20200329",0
"visitor","20200330",0
"visitor","20200331",0
