全国地方公共団体コード,都道府県名,市区町村名,公表_年月日,集計区分,陽性者数
134210,東京都,小笠原村,2020-12-29,市区町村,3
,,,2020-12-29,都外,4105
,,,2020-12-29,調査中,50
131016,東京都,千代田区,2020-12-30,市区町村,327
131024,東京都,中央区,2020-12-30,市区町村,1232
131032,東京都,港区,2020-12-30,市区町村,2502
131041,東京都,新宿区,2020-12-30,市区町村,4444
131059,東京都,文京区,2020-12-30,市区町村,988
131067,東京都,台東区,2020-12-30,市区町村,1081
131075,東京都,墨田区,2020-12-30,市区町村,1236
131083,東京都,江東区,2020-12-30,市区町村,1964
131091,東京都,品川区,2020-12-30,市区町村,2041
131105,東京都,目黒区,2020-12-30,市区町村,1770
131113,東京都,大田区,2020-12-30,市区町村,2873
131121,東京都,世田谷区,2020-12-30,市区町村,4466
131130,東京都,渋谷区,2020-12-30,市区町村,1986
131148,東京都,中野区,2020-12-30,市区町村,2183
131156,東京都,杉並区,2020-12-30,市区町村,2337
131164,東京都,豊島区,2020-12-30,市区町村,1536
131172,東京都,北区,2020-12-30,市区町村,1194
131181,東京都,荒川区,2020-12-30,市区町村,897
131199,東京都,板橋区,2020-12-30,市区町村,2043
131202,東京都,練馬区,2020-12-30,市区町村,2507
131211,東京都,足立区,2020-12-30,市区町村,2852
131229,東京都,葛飾区,2020-12-30,市区町村,1620
131237,東京都,江戸川区,2020-12-30,市区町村,2099
132012,東京都,八王子市,2020-12-30,市区町村,1140
132021,東京都,立川市,2020-12-30,市区町村,330
132039,東京都,武蔵野市,2020-12-30,市区町村,455
132047,東京都,三鷹市,2020-12-30,市区町村,517
132055,東京都,青梅市,2020-12-30,市区町村,203
132063,東京都,府中市,2020-12-30,市区町村,541
132071,東京都,昭島市,2020-12-30,市区町村,202
132080,東京都,調布市,2020-12-30,市区町村,616
132098,東京都,町田市,2020-12-30,市区町村,755
132101,東京都,小金井市,2020-12-30,市区町村,271
132110,東京都,小平市,2020-12-30,市区町村,319
132128,東京都,日野市,2020-12-30,市区町村,344
132136,東京都,東村山市,2020-12-30,市区町村,214
132144,東京都,国分寺市,2020-12-30,市区町村,218
132152,東京都,国立市,2020-12-30,市区町村,113
132187,東京都,福生市,2020-12-30,市区町村,132
132195,東京都,狛江市,2020-12-30,市区町村,191
132209,東京都,東大和市,2020-12-30,市区町村,100
132217,東京都,清瀬市,2020-12-30,市区町村,147
132225,東京都,東久留米市,2020-12-30,市区町村,178
132233,東京都,武蔵村山市,2020-12-30,市区町村,99
132241,東京都,多摩市,2020-12-30,市区町村,228
132250,東京都,稲城市,2020-12-30,市区町村,169
132276,東京都,羽村市,2020-12-30,市区町村,89
132284,東京都,あきる野市,2020-12-30,市区町村,162
132292,東京都,西東京市,2020-12-30,市区町村,582
133035,東京都,瑞穂町,2020-12-30,市区町村,43
133051,東京都,日の出町,2020-12-30,市区町村,36
133078,東京都,檜原村,2020-12-30,市区町村,4
133086,東京都,奥多摩町,2020-12-30,市区町村,4
133612,東京都,大島町,2020-12-30,市区町村,6
133621,東京都,利島村,2020-12-30,市区町村,0
133639,東京都,新島村,2020-12-30,市区町村,0
133647,東京都,神津島村,2020-12-30,市区町村,0
133817,東京都,三宅村,2020-12-30,市区町村,3
133825,東京都,御蔵島村,2020-12-30,市区町村,1
134015,東京都,八丈町,2020-12-30,市区町村,6
134023,東京都,青ヶ島村,2020-12-30,市区町村,0
134210,東京都,小笠原村,2020-12-30,市区町村,3
,,,2020-12-30,都外,4189
,,,2020-12-30,調査中,52
131016,東京都,千代田区,2020-12-31,市区町村,331
131024,東京都,中央区,2020-12-31,市区町村,1258
131032,東京都,港区,2020-12-31,市区町村,2547
131041,東京都,新宿区,2020-12-31,市区町村,4510
131059,東京都,文京区,2020-12-31,市区町村,1018
131067,東京都,台東区,2020-12-31,市区町村,1105
131075,東京都,墨田区,2020-12-31,市区町村,1244
131083,東京都,江東区,2020-12-31,市区町村,2017
131091,東京都,品川区,2020-12-31,市区町村,2071
131105,東京都,目黒区,2020-12-31,市区町村,1822
131113,東京都,大田区,2020-12-31,市区町村,2958
131121,東京都,世田谷区,2020-12-31,市区町村,4544
131130,東京都,渋谷区,2020-12-31,市区町村,2024
131148,東京都,中野区,2020-12-31,市区町村,2230
131156,東京都,杉並区,2020-12-31,市区町村,2389
131164,東京都,豊島区,2020-12-31,市区町村,1582
131172,東京都,北区,2020-12-31,市区町村,1245
131181,東京都,荒川区,2020-12-31,市区町村,916
131199,東京都,板橋区,2020-12-31,市区町村,2092
131202,東京都,練馬区,2020-12-31,市区町村,2559
131211,東京都,足立区,2020-12-31,市区町村,2926
131229,東京都,葛飾区,2020-12-31,市区町村,1657
131237,東京都,江戸川区,2020-12-31,市区町村,2151
132012,東京都,八王子市,2020-12-31,市区町村,1187
132021,東京都,立川市,2020-12-31,市区町村,346
132039,東京都,武蔵野市,2020-12-31,市区町村,463
132047,東京都,三鷹市,2020-12-31,市区町村,523
132055,東京都,青梅市,2020-12-31,市区町村,207
132063,東京都,府中市,2020-12-31,市区町村,549
132071,東京都,昭島市,2020-12-31,市区町村,209
132080,東京都,調布市,2020-12-31,市区町村,631
132098,東京都,町田市,2020-12-31,市区町村,771
132101,東京都,小金井市,2020-12-31,市区町村,278
132110,東京都,小平市,2020-12-31,市区町村,325
132128,東京都,日野市,2020-12-31,市区町村,354
132136,東京都,東村山市,2020-12-31,市区町村,216
132144,東京都,国分寺市,2020-12-31,市区町村,224
132152,東京都,国立市,2020-12-31,市区町村,116
132187,東京都,福生市,2020-12-31,市区町村,135
132195,東京都,狛江市,2020-12-31,市区町村,195
132209,東京都,東大和市,2020-12-31,市区町村,108
132217,東京都,清瀬市,2020-12-31,市区町村,148
132225,東京都,東久留米市,2020-12-31,市区町村,188
132233,東京都,武蔵村山市,2020-12-31,市区町村,104
132241,東京都,多摩市,2020-12-31,市区町村,236
132250,東京都,稲城市,2020-12-31,市区町村,173
132276,東京都,羽村市,2020-12-31,市区町村,90
132284,東京都,あきる野市,2020-12-31,市区町村,169
132292,東京都,西東京市,2020-12-31,市区町村,590
133035,東京都,瑞穂町,2020-12-31,市区町村,48
133051,東京都,日の出町,2020-12-31,市区町村,36
133078,東京都,檜原村,2020-12-31,市区町村,4
133086,東京都,奥多摩町,2020-12-31,市区町村,5
133612,東京都,大島町,2020-12-31,市区町村,6
133621,東京都,利島村,2020-12-31,市区町村,0
133639,東京都,新島村,2020-12-31,市区町村,0
133647,東京都,神津島村,2020-12-31,市区町村,0
133817,東京都,三宅村,2020-12-31,市区町村,3
133825,東京都,御蔵島村,2020-12-31,市区町村,1
134015,東京都,八丈町,2020-12-31,市区町村,6
134023,東京都,青ヶ島村,2020-12-31,市区町村,0
134210,東京都,小笠原村,2020-12-31,市区町村,3
,,,2020-12-31,都外,4281
,,,2020-12-31,調査中,53
131016,東京都,千代田区,2021-01-01,市区町村,338
131024,東京都,中央区,2021-01-01,市区町村,1270
131032,東京都,港区,2021-01-01,市区町村,2578
131041,東京都,新宿区,2021-01-01,市区町村,4537
131059,東京都,文京区,2021-01-01,市区町村,1026
131067,東京都,台東区,2021-01-01,市区町村,1109
131075,東京都,墨田区,2021-01-01,市区町村,1266
131083,東京都,江東区,2021-01-01,市区町村,2041
131091,東京都,品川区,2021-01-01,市区町村,2087
131105,東京都,目黒区,2021-01-01,市区町村,1849
131113,東京都,大田区,2021-01-01,市区町村,2988
131121,東京都,世田谷区,2021-01-01,市区町村,4604
131130,東京都,渋谷区,2021-01-01,市区町村,2034
131148,東京都,中野区,2021-01-01,市区町村,2238
131156,東京都,杉並区,2021-01-01,市区町村,2420
131164,東京都,豊島区,2021-01-01,市区町村,1598
131172,東京都,北区,2021-01-01,市区町村,1259
131181,東京都,荒川区,2021-01-01,市区町村,930
131199,東京都,板橋区,2021-01-01,市区町村,2125
131202,東京都,練馬区,2021-01-01,市区町村,2606
131211,東京都,足立区,2021-01-01,市区町村,2964
131229,東京都,葛飾区,2021-01-01,市区町村,1668
131237,東京都,江戸川区,2021-01-01,市区町村,2174
132012,東京都,八王子市,2021-01-01,市区町村,1203
132021,東京都,立川市,2021-01-01,市区町村,359
132039,東京都,武蔵野市,2021-01-01,市区町村,477
132047,東京都,三鷹市,2021-01-01,市区町村,536
132055,東京都,青梅市,2021-01-01,市区町村,212
132063,東京都,府中市,2021-01-01,市区町村,558
132071,東京都,昭島市,2021-01-01,市区町村,224
132080,東京都,調布市,2021-01-01,市区町村,641
132098,東京都,町田市,2021-01-01,市区町村,778
132101,東京都,小金井市,2021-01-01,市区町村,290
132110,東京都,小平市,2021-01-01,市区町村,340
132128,東京都,日野市,2021-01-01,市区町村,360
132136,東京都,東村山市,2021-01-01,市区町村,224
132144,東京都,国分寺市,2021-01-01,市区町村,235
132152,東京都,国立市,2021-01-01,市区町村,121
132187,東京都,福生市,2021-01-01,市区町村,140
132195,東京都,狛江市,2021-01-01,市区町村,199
132209,東京都,東大和市,2021-01-01,市区町村,116
132217,東京都,清瀬市,2021-01-01,市区町村,150
132225,東京都,東久留米市,2021-01-01,市区町村,190
132233,東京都,武蔵村山市,2021-01-01,市区町村,110
132241,東京都,多摩市,2021-01-01,市区町村,239
132250,東京都,稲城市,2021-01-01,市区町村,174
132276,東京都,羽村市,2021-01-01,市区町村,92
132284,東京都,あきる野市,2021-01-01,市区町村,172
132292,東京都,西東京市,2021-01-01,市区町村,601
133035,東京都,瑞穂町,2021-01-01,市区町村,48
133051,東京都,日の出町,2021-01-01,市区町村,36
133078,東京都,檜原村,2021-01-01,市区町村,4
133086,東京都,奥多摩町,2021-01-01,市区町村,5
133612,東京都,大島町,2021-01-01,市区町村,6
133621,東京都,利島村,2021-01-01,市区町村,0
133639,東京都,新島村,2021-01-01,市区町村,0
133647,東京都,神津島村,2021-01-01,市区町村,0
133817,東京都,三宅村,2021-01-01,市区町村,3
133825,東京都,御蔵島村,2021-01-01,市区町村,1
134015,東京都,八丈町,2021-01-01,市区町村,6
134023,東京都,青ヶ島村,2021-01-01,市区町村,0
134210,東京都,小笠原村,2021-01-01,市区町村,3
,,,2021-01-01,都外,4345
,,,2021-01-01,調査中,53
131016,東京都,千代田区,2021-01-02,市区町村,346
131024,東京都,中央区,2021-01-02,市区町村,1289
131032,東京都,港区,2021-01-02,市区町村,2600
131041,東京都,新宿区,2021-01-02,市区町村,4569
131059,東京都,文京区,2021-01-02,市区町村,1045
131067,東京都,台東区,2021-01-02,市区町村,1120
131075,東京都,墨田区,2021-01-02,市区町村,1277
131083,東京都,江東区,2021-01-02,市区町村,2081
131091,東京都,品川区,2021-01-02,市区町村,2126
131105,東京都,目黒区,2021-01-02,市区町村,1876
131113,東京都,大田区,2021-01-02,市区町村,3019
131121,東京都,世田谷区,2021-01-02,市区町村,4681
131130,東京都,渋谷区,2021-01-02,市区町村,2074
131148,東京都,中野区,2021-01-02,市区町村,2270
131156,東京都,杉並区,2021-01-02,市区町村,2438
131164,東京都,豊島区,2021-01-02,市区町村,1613
131172,東京都,北区,2021-01-02,市区町村,1283
131181,東京都,荒川区,2021-01-02,市区町村,932
131199,東京都,板橋区,2021-01-02,市区町村,2154
131202,東京都,練馬区,2021-01-02,市区町村,2639
131211,東京都,足立区,2021-01-02,市区町村,3002
131229,東京都,葛飾区,2021-01-02,市区町村,1688
131237,東京都,江戸川区,2021-01-02,市区町村,2197
132012,東京都,八王子市,2021-01-02,市区町村,1218
132021,東京都,立川市,2021-01-02,市区町村,366
132039,東京都,武蔵野市,2021-01-02,市区町村,479
132047,東京都,三鷹市,2021-01-02,市区町村,541
132055,東京都,青梅市,2021-01-02,市区町村,215
132063,東京都,府中市,2021-01-02,市区町村,560
132071,東京都,昭島市,2021-01-02,市区町村,235
132080,東京都,調布市,2021-01-02,市区町村,653
132098,東京都,町田市,2021-01-02,市区町村,796
132101,東京都,小金井市,2021-01-02,市区町村,302
132110,東京都,小平市,2021-01-02,市区町村,343
132128,東京都,日野市,2021-01-02,市区町村,364
132136,東京都,東村山市,2021-01-02,市区町村,227
132144,東京都,国分寺市,2021-01-02,市区町村,238
132152,東京都,国立市,2021-01-02,市区町村,123
132187,東京都,福生市,2021-01-02,市区町村,140
132195,東京都,狛江市,2021-01-02,市区町村,201
132209,東京都,東大和市,2021-01-02,市区町村,121
132217,東京都,清瀬市,2021-01-02,市区町村,152
132225,東京都,東久留米市,2021-01-02,市区町村,191
132233,東京都,武蔵村山市,2021-01-02,市区町村,112
132241,東京都,多摩市,2021-01-02,市区町村,242
132250,東京都,稲城市,2021-01-02,市区町村,177
132276,東京都,羽村市,2021-01-02,市区町村,92
132284,東京都,あきる野市,2021-01-02,市区町村,174
132292,東京都,西東京市,2021-01-02,市区町村,608
133035,東京都,瑞穂町,2021-01-02,市区町村,49
133051,東京都,日の出町,2021-01-02,市区町村,36
133078,東京都,檜原村,2021-01-02,市区町村,4
133086,東京都,奥多摩町,2021-01-02,市区町村,5
133612,東京都,大島町,2021-01-02,市区町村,6
133621,東京都,利島村,2021-01-02,市区町村,0
133639,東京都,新島村,2021-01-02,市区町村,0
133647,東京都,神津島村,2021-01-02,市区町村,0
133817,東京都,三宅村,2021-01-02,市区町村,3
133825,東京都,御蔵島村,2021-01-02,市区町村,1
134015,東京都,八丈町,2021-01-02,市区町村,6
134023,東京都,青ヶ島村,2021-01-02,市区町村,0
134210,東京都,小笠原村,2021-01-02,市区町村,3
,,,2021-01-02,都外,4417
,,,2021-01-02,調査中,55
131016,東京都,千代田区,2021-01-03,市区町村,356
131024,東京都,中央区,2021-01-03,市区町村,1305
131032,東京都,港区,2021-01-03,市区町村,2611
131041,東京都,新宿区,2021-01-03,市区町村,4640
131059,東京都,文京区,2021-01-03,市区町村,1065
131067,東京都,台東区,2021-01-03,市区町村,1141
131075,東京都,墨田区,2021-01-03,市区町村,1294
131083,東京都,江東区,2021-01-03,市区町村,2106
131091,東京都,品川区,2021-01-03,市区町村,2161
131105,東京都,目黒区,2021-01-03,市区町村,1898
131113,東京都,大田区,2021-01-03,市区町村,3061
131121,東京都,世田谷区,2021-01-03,市区町村,4712
131130,東京都,渋谷区,2021-01-03,市区町村,2105
131148,東京都,中野区,2021-01-03,市区町村,2290
131156,東京都,杉並区,2021-01-03,市区町村,2455
131164,東京都,豊島区,2021-01-03,市区町村,1637
131172,東京都,北区,2021-01-03,市区町村,1306
131181,東京都,荒川区,2021-01-03,市区町村,935
131199,東京都,板橋区,2021-01-03,市区町村,2177
131202,東京都,練馬区,2021-01-03,市区町村,2675
131211,東京都,足立区,2021-01-03,市区町村,3061
131229,東京都,葛飾区,2021-01-03,市区町村,1696
131237,東京都,江戸川区,2021-01-03,市区町村,2230
132012,東京都,八王子市,2021-01-03,市区町村,1229
132021,東京都,立川市,2021-01-03,市区町村,370
132039,東京都,武蔵野市,2021-01-03,市区町村,483
132047,東京都,三鷹市,2021-01-03,市区町村,550
132055,東京都,青梅市,2021-01-03,市区町村,219
132063,東京都,府中市,2021-01-03,市区町村,570
132071,東京都,昭島市,2021-01-03,市区町村,252
132080,東京都,調布市,2021-01-03,市区町村,660
132098,東京都,町田市,2021-01-03,市区町村,813
132101,東京都,小金井市,2021-01-03,市区町村,311
132110,東京都,小平市,2021-01-03,市区町村,346
132128,東京都,日野市,2021-01-03,市区町村,368
132136,東京都,東村山市,2021-01-03,市区町村,230
132144,東京都,国分寺市,2021-01-03,市区町村,248
132152,東京都,国立市,2021-01-03,市区町村,125
132187,東京都,福生市,2021-01-03,市区町村,141
132195,東京都,狛江市,2021-01-03,市区町村,204
132209,東京都,東大和市,2021-01-03,市区町村,122
132217,東京都,清瀬市,2021-01-03,市区町村,159
132225,東京都,東久留米市,2021-01-03,市区町村,195
132233,東京都,武蔵村山市,2021-01-03,市区町村,112
132241,東京都,多摩市,2021-01-03,市区町村,247
132250,東京都,稲城市,2021-01-03,市区町村,181
132276,東京都,羽村市,2021-01-03,市区町村,94
132284,東京都,あきる野市,2021-01-03,市区町村,177
132292,東京都,西東京市,2021-01-03,市区町村,623
133035,東京都,瑞穂町,2021-01-03,市区町村,50
133051,東京都,日の出町,2021-01-03,市区町村,36
133078,東京都,檜原村,2021-01-03,市区町村,4
133086,東京都,奥多摩町,2021-01-03,市区町村,5
133612,東京都,大島町,2021-01-03,市区町村,6
133621,東京都,利島村,2021-01-03,市区町村,0
133639,東京都,新島村,2021-01-03,市区町村,0
133647,東京都,神津島村,2021-01-03,市区町村,0
133817,東京都,三宅村,2021-01-03,市区町村,3
133825,東京都,御蔵島村,2021-01-03,市区町村,1
134015,東京都,八丈町,2021-01-03,市区町村,6
134023,東京都,青ヶ島村,2021-01-03,市区町村,0
134210,東京都,小笠原村,2021-01-03,市区町村,3
,,,2021-01-03,都外,4475
,,,2021-01-03,調査中,55
131016,東京都,千代田区,2021-01-04,市区町村,371
131024,東京都,中央区,2021-01-04,市区町村,1311
131032,東京都,港区,2021-01-04,市区町村,2641
131041,東京都,新宿区,2021-01-04,市区町村,4668
131059,東京都,文京区,2021-01-04,市区町村,1081
131067,東京都,台東区,2021-01-04,市区町村,1149
131075,東京都,墨田区,2021-01-04,市区町村,1315
131083,東京都,江東区,2021-01-04,市区町村,2122
131091,東京都,品川区,2021-01-04,市区町村,2186
131105,東京都,目黒区,2021-01-04,市区町村,1944
131113,東京都,大田区,2021-01-04,市区町村,3119
131121,東京都,世田谷区,2021-01-04,市区町村,4761
131130,東京都,渋谷区,2021-01-04,市区町村,2128
131148,東京都,中野区,2021-01-04,市区町村,2317
131156,東京都,杉並区,2021-01-04,市区町村,2511
131164,東京都,豊島区,2021-01-04,市区町村,1656
131172,東京都,北区,2021-01-04,市区町村,1318
131181,東京都,荒川区,2021-01-04,市区町村,944
131199,東京都,板橋区,2021-01-04,市区町村,2217
131202,東京都,練馬区,2021-01-04,市区町村,2699
131211,東京都,足立区,2021-01-04,市区町村,3103
131229,東京都,葛飾区,2021-01-04,市区町村,1710
131237,東京都,江戸川区,2021-01-04,市区町村,2270
132012,東京都,八王子市,2021-01-04,市区町村,1262
132021,東京都,立川市,2021-01-04,市区町村,379
132039,東京都,武蔵野市,2021-01-04,市区町村,491
132047,東京都,三鷹市,2021-01-04,市区町村,559
132055,東京都,青梅市,2021-01-04,市区町村,222
132063,東京都,府中市,2021-01-04,市区町村,573
132071,東京都,昭島市,2021-01-04,市区町村,267
132080,東京都,調布市,2021-01-04,市区町村,675
132098,東京都,町田市,2021-01-04,市区町村,823
132101,東京都,小金井市,2021-01-04,市区町村,317
132110,東京都,小平市,2021-01-04,市区町村,352
132128,東京都,日野市,2021-01-04,市区町村,369
132136,東京都,東村山市,2021-01-04,市区町村,235
132144,東京都,国分寺市,2021-01-04,市区町村,255
132152,東京都,国立市,2021-01-04,市区町村,125
132187,東京都,福生市,2021-01-04,市区町村,142
132195,東京都,狛江市,2021-01-04,市区町村,206
132209,東京都,東大和市,2021-01-04,市区町村,127
132217,東京都,清瀬市,2021-01-04,市区町村,164
132225,東京都,東久留米市,2021-01-04,市区町村,196
132233,東京都,武蔵村山市,2021-01-04,市区町村,116
132241,東京都,多摩市,2021-01-04,市区町村,252
132250,東京都,稲城市,2021-01-04,市区町村,183
132276,東京都,羽村市,2021-01-04,市区町村,96
132284,東京都,あきる野市,2021-01-04,市区町村,179
132292,東京都,西東京市,2021-01-04,市区町村,631
133035,東京都,瑞穂町,2021-01-04,市区町村,52
133051,東京都,日の出町,2021-01-04,市区町村,36
133078,東京都,檜原村,2021-01-04,市区町村,4
133086,東京都,奥多摩町,2021-01-04,市区町村,6
133612,東京都,大島町,2021-01-04,市区町村,6
133621,東京都,利島村,2021-01-04,市区町村,0
133639,東京都,新島村,2021-01-04,市区町村,0
133647,東京都,神津島村,2021-01-04,市区町村,0
133817,東京都,三宅村,2021-01-04,市区町村,3
133825,東京都,御蔵島村,2021-01-04,市区町村,1
134015,東京都,八丈町,2021-01-04,市区町村,6
134023,東京都,青ヶ島村,2021-01-04,市区町村,0
134210,東京都,小笠原村,2021-01-04,市区町村,3
,,,2021-01-04,都外,4565
,,,2021-01-04,調査中,55
131016,東京都,千代田区,2021-01-05,市区町村,381
131024,東京都,中央区,2021-01-05,市区町村,1334
131032,東京都,港区,2021-01-05,市区町村,2683
131041,東京都,新宿区,2021-01-05,市区町村,4731
131059,東京都,文京区,2021-01-05,市区町村,1096
131067,東京都,台東区,2021-01-05,市区町村,1192
131075,東京都,墨田区,2021-01-05,市区町村,1342
131083,東京都,江東区,2021-01-05,市区町村,2159
131091,東京都,品川区,2021-01-05,市区町村,2223
131105,東京都,目黒区,2021-01-05,市区町村,1982
131113,東京都,大田区,2021-01-05,市区町村,3212
131121,東京都,世田谷区,2021-01-05,市区町村,4892
131130,東京都,渋谷区,2021-01-05,市区町村,2167
131148,東京都,中野区,2021-01-05,市区町村,2340
131156,東京都,杉並区,2021-01-05,市区町村,2580
131164,東京都,豊島区,2021-01-05,市区町村,1689
131172,東京都,北区,2021-01-05,市区町村,1340
131181,東京都,荒川区,2021-01-05,市区町村,967
131199,東京都,板橋区,2021-01-05,市区町村,2261
131202,東京都,練馬区,2021-01-05,市区町村,2770
131211,東京都,足立区,2021-01-05,市区町村,3143
131229,東京都,葛飾区,2021-01-05,市区町村,1753
131237,東京都,江戸川区,2021-01-05,市区町村,2319
132012,東京都,八王子市,2021-01-05,市区町村,1266
132021,東京都,立川市,2021-01-05,市区町村,388
132039,東京都,武蔵野市,2021-01-05,市区町村,499
132047,東京都,三鷹市,2021-01-05,市区町村,570
132055,東京都,青梅市,2021-01-05,市区町村,224
132063,東京都,府中市,2021-01-05,市区町村,581
132071,東京都,昭島市,2021-01-05,市区町村,278
132080,東京都,調布市,2021-01-05,市区町村,689
132098,東京都,町田市,2021-01-05,市区町村,837
132101,東京都,小金井市,2021-01-05,市区町村,320
132110,東京都,小平市,2021-01-05,市区町村,356
132128,東京都,日野市,2021-01-05,市区町村,386
132136,東京都,東村山市,2021-01-05,市区町村,241
132144,東京都,国分寺市,2021-01-05,市区町村,257
132152,東京都,国立市,2021-01-05,市区町村,126
132187,東京都,福生市,2021-01-05,市区町村,146
132195,東京都,狛江市,2021-01-05,市区町村,209
132209,東京都,東大和市,2021-01-05,市区町村,133
132217,東京都,清瀬市,2021-01-05,市区町村,171
132225,東京都,東久留米市,2021-01-05,市区町村,202
132233,東京都,武蔵村山市,2021-01-05,市区町村,118
132241,東京都,多摩市,2021-01-05,市区町村,260
132250,東京都,稲城市,2021-01-05,市区町村,189
132276,東京都,羽村市,2021-01-05,市区町村,96
132284,東京都,あきる野市,2021-01-05,市区町村,186
132292,東京都,西東京市,2021-01-05,市区町村,639
133035,東京都,瑞穂町,2021-01-05,市区町村,55
133051,東京都,日の出町,2021-01-05,市区町村,39
133078,東京都,檜原村,2021-01-05,市区町村,4
133086,東京都,奥多摩町,2021-01-05,市区町村,6
133612,東京都,大島町,2021-01-05,市区町村,6
133621,東京都,利島村,2021-01-05,市区町村,0
133639,東京都,新島村,2021-01-05,市区町村,0
133647,東京都,神津島村,2021-01-05,市区町村,0
133817,東京都,三宅村,2021-01-05,市区町村,3
133825,東京都,御蔵島村,2021-01-05,市区町村,1
134015,東京都,八丈町,2021-01-05,市区町村,6
134023,東京都,青ヶ島村,2021-01-05,市区町村,0
134210,東京都,小笠原村,2021-01-05,市区町村,3
,,,2021-01-05,都外,4650
,,,2021-01-05,調査中,56
131016,東京都,千代田区,2021-01-06,市区町村,396
131024,東京都,中央区,2021-01-06,市区町村,1355
131032,東京都,港区,2021-01-06,市区町村,2743
131041,東京都,新宿区,2021-01-06,市区町村,4801
131059,東京都,文京区,2021-01-06,市区町村,1127
131067,東京都,台東区,2021-01-06,市区町村,1248
131075,東京都,墨田区,2021-01-06,市区町村,1390
131083,東京都,江東区,2021-01-06,市区町村,2201
131091,東京都,品川区,2021-01-06,市区町村,2268
131105,東京都,目黒区,2021-01-06,市区町村,2056
131113,東京都,大田区,2021-01-06,市区町村,3304
131121,東京都,世田谷区,2021-01-06,市区町村,5017
131130,東京都,渋谷区,2021-01-06,市区町村,2217
131148,東京都,中野区,2021-01-06,市区町村,2390
131156,東京都,杉並区,2021-01-06,市区町村,2634
131164,東京都,豊島区,2021-01-06,市区町村,1722
131172,東京都,北区,2021-01-06,市区町村,1400
131181,東京都,荒川区,2021-01-06,市区町村,991
131199,東京都,板橋区,2021-01-06,市区町村,2299
131202,東京都,練馬区,2021-01-06,市区町村,2837
131211,東京都,足立区,2021-01-06,市区町村,3210
131229,東京都,葛飾区,2021-01-06,市区町村,1774
131237,東京都,江戸川区,2021-01-06,市区町村,2375
132012,東京都,八王子市,2021-01-06,市区町村,1293
132021,東京都,立川市,2021-01-06,市区町村,405
132039,東京都,武蔵野市,2021-01-06,市区町村,507
132047,東京都,三鷹市,2021-01-06,市区町村,587
132055,東京都,青梅市,2021-01-06,市区町村,230
132063,東京都,府中市,2021-01-06,市区町村,591
132071,東京都,昭島市,2021-01-06,市区町村,296
132080,東京都,調布市,2021-01-06,市区町村,703
132098,東京都,町田市,2021-01-06,市区町村,847
132101,東京都,小金井市,2021-01-06,市区町村,325
132110,東京都,小平市,2021-01-06,市区町村,368
132128,東京都,日野市,2021-01-06,市区町村,397
132136,東京都,東村山市,2021-01-06,市区町村,248
132144,東京都,国分寺市,2021-01-06,市区町村,266
132152,東京都,国立市,2021-01-06,市区町村,130
132187,東京都,福生市,2021-01-06,市区町村,156
132195,東京都,狛江市,2021-01-06,市区町村,211
132209,東京都,東大和市,2021-01-06,市区町村,140
132217,東京都,清瀬市,2021-01-06,市区町村,172
132225,東京都,東久留米市,2021-01-06,市区町村,213
132233,東京都,武蔵村山市,2021-01-06,市区町村,124
132241,東京都,多摩市,2021-01-06,市区町村,263
132250,東京都,稲城市,2021-01-06,市区町村,193
132276,東京都,羽村市,2021-01-06,市区町村,104
132284,東京都,あきる野市,2021-01-06,市区町村,194
132292,東京都,西東京市,2021-01-06,市区町村,651
133035,東京都,瑞穂町,2021-01-06,市区町村,59
133051,東京都,日の出町,2021-01-06,市区町村,41
133078,東京都,檜原村,2021-01-06,市区町村,4
133086,東京都,奥多摩町,2021-01-06,市区町村,7
133612,東京都,大島町,2021-01-06,市区町村,6
133621,東京都,利島村,2021-01-06,市区町村,0
133639,東京都,新島村,2021-01-06,市区町村,0
133647,東京都,神津島村,2021-01-06,市区町村,0
133817,東京都,三宅村,2021-01-06,市区町村,4
133825,東京都,御蔵島村,2021-01-06,市区町村,1
134015,東京都,八丈町,2021-01-06,市区町村,7
134023,東京都,青ヶ島村,2021-01-06,市区町村,0
134210,東京都,小笠原村,2021-01-06,市区町村,3
,,,2021-01-06,都外,4787
,,,2021-01-06,調査中,55
131016,東京都,千代田区,2021-01-07,市区町村,408
131024,東京都,中央区,2021-01-07,市区町村,1383
131032,東京都,港区,2021-01-07,市区町村,2832
131041,東京都,新宿区,2021-01-07,市区町村,4912
131059,東京都,文京区,2021-01-07,市区町村,1165
131067,東京都,台東区,2021-01-07,市区町村,1303
131075,東京都,墨田区,2021-01-07,市区町村,1411
131083,東京都,江東区,2021-01-07,市区町村,2271
131091,東京都,品川区,2021-01-07,市区町村,2311
131105,東京都,目黒区,2021-01-07,市区町村,2115
131113,東京都,大田区,2021-01-07,市区町村,3469
131121,東京都,世田谷区,2021-01-07,市区町村,5300
131130,東京都,渋谷区,2021-01-07,市区町村,2296
131148,東京都,中野区,2021-01-07,市区町村,2462
131156,東京都,杉並区,2021-01-07,市区町村,2707
131164,東京都,豊島区,2021-01-07,市区町村,1738
131172,東京都,北区,2021-01-07,市区町村,1452
131181,東京都,荒川区,2021-01-07,市区町村,1041
131199,東京都,板橋区,2021-01-07,市区町村,2374
131202,東京都,練馬区,2021-01-07,市区町村,2977
131211,東京都,足立区,2021-01-07,市区町村,3308
